x1,x2,x3,x4,log_x3,b43,s43
0.6543995,4802.854,0.66586316,9.923824,-0.40667108,-1.1324089,4.028321
0.6286087,5187.341,0.3060883,10.194605,-1.1838816,-1.2064301,3.1562095
0.5912091,6279.954,6.348181,10.098092,1.8481683,0.8165787,3.8130238
0.6167859,6113.8374,1.24052,9.789676,0.21553068,-0.47335798,3.3614693
0.65039,4639.696,0.004922902,10.078971,-5.313857,-1.4089282,3.3617866
0.63096845,5366.4956,0.56511617,10.012523,-0.57072395,-0.27361515,3.239955
0.6265589,5671.6553,0.0453792,9.814387,-3.0927014,2.0222619,3.8732526
0.6311673,5613.7817,0.127177,9.899094,-2.0621755,1.7242868,3.8805025
0.6460814,4151.896,0.006252781,10.257006,-5.074729,0.3203119,3.7404156
0.56292206,8175.782,0.061397836,10.052881,-2.7903807,1.1059606,3.9388933
0.60564446,3535.9106,1.6606201,10.585424,0.50719106,-0.90115964,3.8343012
0.6265807,3665.0007,0.044760376,10.427232,-3.106432,0.4183391,3.601575
0.62967384,5472.4336,2.2541397,9.635889,0.8127684,-0.7451952,4.171122
0.6273378,5412.2163,0.03345217,10.104843,-3.3976386,-0.3204109,3.91897
0.5871134,5079.944,0.1400519,10.52562,-1.9657422,-1.7315035,4.3047576
0.561461,5033.1436,0.16218287,10.632028,-1.8190308,-1.0612057,4.1978054
0.5433501,5469.2534,0.035253525,10.686474,-3.3451898,-0.5810946,4.6620617
0.53509796,5187.8154,0.17663252,10.727205,-1.7336838,0.792702,4.7382765
0.541971,3708.5815,6.8138785,10.830837,1.9189615,2.1320755,6.2414083
0.57457465,4899.454,1.4128574,10.606489,0.34561417,0.018616997,6.186016
0.5870678,4730.466,0.27578858,10.536385,-1.2881207,-0.8215758,5.4151373
0.56173867,4796.628,0.2610945,10.653686,-1.3428729,-1.0889548,5.9878874
0.607404,4138.1377,0.061470397,10.496971,-2.7891996,-0.6813556,4.849557
0.54880816,7264.5483,2.2041934,10.33019,0.79036164,0.71444756,3.029577
0.56177986,6111.773,0.19697213,10.457748,-1.624693,1.8835275,3.5806894
0.5507011,6220.7363,0.24616815,10.540383,-1.4017404,1.5118785,3.6962368
0.5665966,6352.388,0.02654045,10.396909,-3.6290853,0.7481182,4.3682437
0.56967634,5702.737,22.393118,10.42833,3.1087537,-0.4654045,5.0331717
0.60186803,5698.7974,0.0024672148,10.271381,-6.0046654,0.4860116,3.460071
0.6029228,5778.1846,1.5492126,10.2760105,0.4377468,-2.2182488,3.7976472
0.57100785,6143.163,0.19409855,10.396403,-1.6393893,1.6299282,3.8229547
0.5423454,5964.9033,0.13480294,10.597466,-2.0039413,0.8568636,3.9171531
0.64699614,4547.218,0.09929307,10.115468,-2.3096795,0.6376652,3.493586
0.6438273,4951.4297,0.243204,10.066961,-1.4138547,-0.47611976,3.3758183
0.62855977,5504.2734,0.009421175,10.04596,-4.6647954,-0.86909455,2.843172
0.61898184,5499.313,0.009710562,10.176843,-4.634541,-1.3813435,2.746634
0.63025045,4958.213,18.222843,9.976498,2.9026759,0.6608146,4.400462
0.5878666,5290.423,0.61205035,10.463891,-0.49094072,-0.19961222,3.2772818
0.59351635,5127.646,0.10486143,10.482566,-2.2551155,-1.400856,3.2034864
0.60266966,6223.2427,6.3798466,9.949575,1.853144,-1.2771441,3.1071942
0.59819525,6205.6475,8.9167795,9.970557,2.1879349,-1.7140142,2.817556
0.58953077,6265.1113,17.942081,9.606213,2.8871489,-1.2706214,3.6332242
0.6087947,6042.4907,0.32447284,10.171626,-1.1255535,-0.9279838,3.695861
0.62843937,4110.633,8.256632,10.39204,2.1110168,-0.43133646,3.7244205
0.5986426,4624.917,0.5333954,10.469456,-0.6284923,-1.376505,3.1556158
0.6087452,4083.9258,0.090629846,10.500394,-2.4009717,-2.0519152,3.1664646
0.63053024,4571.286,0.11692806,10.26145,-2.1461964,0.43422154,4.849894
0.6335128,5124.09,0.15184419,10.176185,-1.8849003,-2.1711216,3.65369
0.59763724,6687.7603,0.05195799,10.065086,-2.9573197,-1.7219263,3.6452882
0.6011081,6625.604,0.14695717,10.088935,-1.9176141,-1.6473558,3.518683
0.60585904,6635.818,0.023544574,9.969745,-3.74886,-0.8806926,3.7320075
0.6411581,2891.9817,7.037897,10.51524,1.9513094,1.6632558,3.410442
0.5728959,6857.828,11.269882,9.979451,2.422134,0.5835312,4.3303843
0.57183546,6702.2095,12.313108,10.07247,2.5106645,0.6662892,4.5308537
0.5615722,5629.9106,46.29524,10.450715,3.8350391,0.048903175,3.7639544
0.60972154,5718.7734,0.10979882,10.152996,-2.2091055,1.6370527,3.7200336
0.607093,6252.71,0.014141538,10.090979,-4.258639,-0.89933497,3.1618204
0.60639966,6304.1694,0.034635603,10.111341,-3.362873,-0.38874665,3.1154144
0.56057906,6109.784,11.202257,10.40934,2.4161153,-0.47477886,5.330198
0.59545296,6191.4146,0.9919896,10.201231,-0.008042666,-0.39183113,3.5078278
0.59403855,6391.57,0.7465241,10.175135,-0.29232743,-0.6083886,3.4539113
0.6329881,5116.0615,0.0075523667,10.105462,-4.8858943,-1.4235901,3.4704921
0.6325663,5148.5225,0.06369083,10.136578,-2.7537148,-1.0304312,3.2207305
0.6318574,4857.415,0.2033152,10.154072,-1.5929978,0.16707952,4.049698
0.625296,5310.401,0.4323841,10.113619,-0.83844095,2.160294,4.2983828
0.6236174,4004.5796,3.2872915,10.429648,1.190064,0.734681,5.171604
0.6029335,5038.7314,0.62726724,10.414002,-0.4663826,0.34876102,3.9492238
0.5860058,6125.279,5.907796,10.215189,1.7762728,0.5525044,4.0147104
0.60275286,4735.581,2.0518143,10.461678,0.7187244,-0.3657838,3.770583
0.59838283,5659.468,0.16340321,10.321879,-1.8115344,0.43959272,3.5234926
0.5965354,5844.129,0.5539091,10.324578,-0.5907547,-0.41525632,3.373343
0.5961091,5444.8896,1.0420048,10.341258,0.04114659,-0.011287426,3.4003553
0.5451009,4498.599,2.8966508,10.782722,1.0635551,-0.4980236,4.589672
0.590845,7384.935,0.12858748,9.652618,-2.0511458,0.83251536,3.270217
0.58878547,6956.197,0.015457653,10.070949,-4.169651,-1.6588423,4.144965
0.5839818,6702.4844,1.7519052,10.190662,0.5607039,-0.01389701,3.717577
0.58144045,7269.6455,0.07651509,10.027339,-2.5702672,0.3048297,3.789409
0.5947833,6640.9688,0.18892196,10.0536,-1.6664213,-0.4239903,4.6684637
0.6066717,6480.1865,0.69015455,9.978718,-0.3708397,-0.06299771,4.3661323
0.6029954,4312.405,0.91668844,10.481861,-0.08698761,1.3260044,3.5796468
0.606006,4202.173,0.034800094,10.4851885,-3.3581352,1.3895054,3.6153872
0.560727,7975.5635,1.0351276,10.139367,0.034524772,-1.8552473,4.1940584
0.54928803,8132.275,1.5192909,10.195192,0.41824377,-2.287598,4.229643
0.5868856,7171.029,0.26036912,9.993777,-1.345655,-0.34653386,3.940531
0.5853102,7245.875,0.57821333,9.997966,-0.54781234,0.6832122,3.9616413
0.5982993,5418.0186,0.088600665,10.366558,-2.423616,-1.2336198,4.1634026
0.5578699,6024.5083,0.81662095,10.489271,-0.20258021,0.5266067,4.053197
0.6223524,5560.151,5.8987393,9.873083,1.7747387,0.5556805,3.0814667
0.6162472,5638.5254,7.8708377,9.925037,2.0631645,1.3953884,3.1767178
0.61714613,4583.2417,10.568503,10.38642,2.3578782,-0.9481774,3.6342144
0.5966315,4609.543,5.510433,10.54457,1.7066432,-1.6872867,3.9619853
0.57925117,7027.7437,0.30035317,10.174748,-1.2027962,0.7214444,2.9854813
0.59863645,5587.514,0.53431994,10.318329,-0.6267605,-0.82892066,5.273285
0.6293676,5520.3794,2.0941825,9.713308,0.7391633,0.37384626,2.5738647
0.56625366,7658.1357,0.06389358,10.152447,-2.7505364,-0.02208161,6.774764
0.56023616,7926.379,0.053481534,10.183669,-2.9284189,-0.18357408,6.0901184
0.5834773,3638.8794,1.39166,10.658711,0.33049724,1.5530062,3.131515
0.5945683,4185.5137,0.18924388,10.561789,-1.6647187,0.56294096,3.3783174
0.60402393,6352.4434,0.1424756,10.0770035,-1.9485844,-0.4355242,4.7954583
0.62877935,5284.632,0.18415675,10.176269,-1.691968,-0.48569155,5.254692
0.6217601,4826.659,2.3286932,10.348866,0.84530723,-0.52054495,5.644676
0.59810436,7163.425,0.11102496,9.744713,-2.1980002,0.10041605,3.3967354
0.58663726,7392.3096,0.034668982,9.856806,-3.3619099,-0.31758314,3.1306071
0.65303665,2540.6335,1.9613105,10.444161,0.6736129,0.20828271,4.9761662
0.66653943,3437.2273,7.052362,10.232622,1.9533626,-0.3940563,4.9611993
0.6176385,5616.9937,0.07953144,10.142483,-2.5316029,-0.14975975,5.447308
0.612587,5370.116,0.30753937,10.253349,-1.1791521,-0.12482776,3.1200624
0.63004416,4604.5933,4.417889,10.240624,1.485662,1.484524,3.718028
0.5607822,5493.62,0.007947878,10.58618,-4.8348503,-0.37877235,3.521822
0.5624969,5628.786,0.0064859195,10.584786,-5.0381217,-0.53659713,3.6264498
0.5593438,5393.2495,0.008692518,10.590789,-4.7452927,-0.3378025,3.6276782
0.6608188,4071.5312,15.929455,9.988964,2.7681699,1.8806294,5.1433744
0.6589656,4216.6094,0.024501221,10.092432,-3.7090323,0.16826098,2.938326
0.6540055,3864.2378,0.0064440127,10.178606,-5.044604,-0.41742885,2.923269
0.6561004,3556.9448,0.008233694,10.25529,-4.7995205,-0.5324489,3.147576
0.571479,6527.3257,5.1021824,10.267627,1.6296684,0.7038128,4.4327073
0.63001883,4269.191,0.057019934,10.35606,-2.8643544,-1.0778301,3.8796232
0.6093441,5061.079,0.9549841,10.313826,-0.04606056,1.1299108,3.6673179
0.6236414,5593.4116,1.6997061,10.024437,0.53045535,-0.36751467,4.545176
0.61911464,4024.6538,0.3547521,10.468656,-1.0363361,-0.8626521,3.0716667
0.6195493,4886.6064,22.002367,10.27442,3.09115,-0.36454517,3.5238147
0.60053813,5170.483,24.592657,10.366439,3.202448,-0.78706926,3.8960044
0.58412063,4437.168,0.081403755,10.590262,-2.508334,0.2867868,4.4273777
0.54780346,5903.712,1.6235566,10.600952,0.48461917,-0.30561632,4.4205747
0.6225188,5683.51,0.048131026,10.051805,-3.0338283,0.3888842,3.2469158
0.595934,4463.5244,0.38298815,10.540946,-0.95975125,-0.4252723,4.400602
0.579529,6472.2725,4.8402143,10.206588,1.576959,-0.4168559,3.5696936
0.62161547,4720.434,1.7187551,10.303518,0.5416003,1.0037261,5.0713825
0.6124043,4941.643,23.569794,10.332528,3.159966,0.52160376,4.3661413
0.5969219,5470.601,0.019833734,10.379848,-3.920371,-0.09639517,3.242186
0.6221151,4668.2856,0.9798304,10.298203,-0.020375783,-0.25908086,3.3641326
0.59666646,6900.036,0.0048382645,9.997188,-5.331199,-1.0820671,3.6837206
0.5958844,6856.867,0.007111195,10.064093,-4.946085,-0.96744615,3.6533625
0.5905403,6687.6196,0.045333683,10.11222,-3.093705,-1.2428482,3.4371529
0.5678817,7307.628,1.0490361,10.2132845,0.047871735,-1.2159823,4.4220705
0.6122458,5183.043,0.08346212,10.289499,-2.4833624,0.3528909,3.4259114
0.5963734,6492.37,1.1728463,10.124333,0.15943359,-0.6731854,3.4739704
0.6218648,5741.2393,0.24218392,10.085008,-1.4180578,-2.0965607,4.4415374
0.6304176,5587.876,0.31443244,10.123916,-1.156986,-1.97107,4.3422127
0.62592024,5469.546,0.3850268,10.01983,-0.9544423,-1.7458154,4.290981
0.6310057,5565.3477,0.2739716,10.020494,-1.2947309,-1.2380371,4.4535275
0.6277668,5524.7314,0.96803194,10.02884,-0.03249018,-1.5649486,4.0484447
0.5916995,5756.4814,0.10007124,10.35589,-2.301873,2.2188368,3.9187388
0.63749886,5063.798,0.62461567,10.147066,-0.47061875,-2.2970104,3.9153776
0.5985352,6144.4023,2.7947192,10.131567,1.0277317,0.097522296,4.9190655
0.5764444,5937.4844,17.13831,10.267741,2.8413162,-0.2740245,3.7749076
0.5816816,6063.82,12.488901,10.139168,2.5248404,1.6253657,3.6622097
0.58790046,6936.1885,0.29913393,10.110922,-1.2068639,-1.3940067,3.8541682
0.5761117,7616.004,0.66267025,9.956336,-0.4114778,0.55456674,2.9357429
0.571731,7254.6865,0.15673736,10.181503,-1.8531837,0.54196507,2.896668
0.58963734,6644.1396,0.008721972,10.156054,-4.74191,-0.040416412,3.3203673
0.5959067,6465.9717,0.04107531,10.127678,-3.192348,-0.052298915,3.0329905
0.59048724,6805.064,0.5704992,10.079266,-0.5612436,-0.22096474,2.742525
0.5750953,6129.56,1.8319887,10.365975,0.6054021,-0.70858383,5.7087045
0.58056754,6133.1436,0.6223356,10.430264,-0.47427574,-0.58670807,6.310202
0.58110094,6308.9507,0.74806845,10.268401,-0.29026073,0.5234811,3.9907706
0.5925257,6404.636,0.0274232,10.18261,-3.596366,-0.690548,3.9264505
0.58668184,6243.5576,0.030394292,10.265277,-3.4935005,-1.0691684,4.1073055
0.57360786,7500.703,6.8888025,9.897082,1.9298973,0.3425942,2.8134806
0.5696638,6720.306,1.0797881,10.322799,0.076764785,-0.8143945,3.48455
0.5620532,6275.4937,0.035848133,10.452437,-3.3284638,0.32012346,4.0404587
0.64085996,4643.2017,3.0184603,10.120024,1.1047468,-0.21743615,3.4682815
0.60333,6249.5063,0.03984981,10.115681,-3.2226377,-0.6153809,3.2041495
0.63855135,5261.567,0.2223853,9.919306,-1.5033438,0.14844553,2.60039
0.6173442,6159.8486,0.005693192,9.774982,-5.168484,0.28694767,4.425558
0.6189963,5951.252,0.013053707,9.969631,-4.338683,-0.3526384,4.6457996
0.6144945,6212.702,0.2093041,9.819866,-1.5639671,0.10029385,4.280883
0.59816283,6799.1187,1.7191157,9.526619,0.54181004,-1.2061331,4.1251183
0.59980106,6833.6733,1.0832381,9.62123,0.07995481,-1.2100719,4.284671
0.6233729,5909.1797,0.17766362,9.777419,-1.7278633,-0.19479445,3.1695552
0.61844194,6143.558,0.19877651,9.760032,-1.6155741,0.2424843,3.1851268
0.6019809,6750.931,0.28822553,9.874552,-1.244012,-0.5096831,2.6241932
0.60999864,5638.8813,0.014482812,10.22874,-4.2347927,0.88886833,3.7415478
0.5534451,6268.389,50.90557,10.155939,3.9299724,-0.5378642,3.7594216
0.5623586,7101.88,4.1744127,10.226689,1.4289737,-0.029616857,3.8284829
0.57501364,4799.091,5.798455,10.58356,1.7575916,0.66381586,3.9499438
0.59290546,3986.2798,0.013331768,10.57977,-4.3176055,0.17610109,4.198502
0.5822954,3611.0386,1.2973164,10.691453,0.26029783,1.5577452,3.9199224
0.58191013,4084.1401,0.94894516,10.583495,-0.05240429,1.4014444,4.182831
0.60814655,6648.682,0.1533418,9.747854,-1.8750858,-1.1744014,3.9284656
0.5913378,3019.4653,0.06920825,10.65413,-2.6706352,0.1254786,3.292757
0.6162517,3612.3735,0.41466466,10.521196,-0.88028514,0.56582826,3.383738
0.6415081,3075.2212,2.159341,10.463446,0.7698031,-1.1393957,4.3502936
0.6385219,2887.1372,3.8004694,10.520884,1.3351246,-1.4050976,4.1472154
0.6687491,2338.1162,3.532377,10.410697,1.261971,-1.2457548,4.225215
0.67278886,2619.609,0.7829622,10.19204,-0.24467085,0.5648468,3.3468537
0.6220017,5360.7915,3.996653,9.991838,1.3854573,-0.23876649,5.2677364
0.6437484,5335.57,0.015430185,9.951498,-4.1714296,-1.3273845,5.4519134
0.6119985,3880.323,0.16609132,10.50177,-1.7952175,-0.80360836,3.7370417
0.61083245,3991.9165,0.28721705,10.533451,-1.2475171,-0.81201035,3.5724113
0.59063965,7079.4663,0.1999968,9.868466,-1.6094539,1.1563509,3.671699
0.58893764,7282.654,0.276801,9.844358,-1.2844565,0.5743881,3.356518
0.59171736,7319.168,0.23414803,9.744114,-1.4518018,0.41474143,3.390589
0.58879036,7342.9062,0.0038881851,9.963313,-5.549813,-0.16938251,3.634611
0.5878181,7131.5635,0.0026873378,9.972991,-5.919204,-0.38308603,3.3211415
0.5976364,6624.818,0.001761302,10.023951,-6.341702,0.122768804,4.097654
0.5985902,6422.6514,0.012432044,10.152673,-4.387478,-0.19337054,4.263472
0.5964668,4508.0293,12.29175,10.531415,2.5089283,0.97291833,3.8357153
0.50358856,5191.672,0.009200197,10.853895,-4.6885304,-0.57988673,3.499316
0.49740964,4891.2285,0.4630286,10.904565,-0.7699664,-0.84202856,4.5091043
0.51910543,4611.766,0.0684787,10.847344,-2.6812325,-0.48344603,3.8817174
0.5378773,5364.9385,0.026289428,10.707864,-3.6385884,-0.59374505,3.9920914
0.5093421,6688.5635,2.2355213,10.66898,0.8044744,0.81714433,3.5590153
0.50066644,5648.4863,0.5351275,10.83481,-0.62525016,0.114433415,3.6513376
0.52259576,6418.0713,0.15413676,10.655762,-1.869915,0.46850935,4.152223
0.51224166,6320.6597,0.17619357,10.724529,-1.7361721,-0.5838151,3.449977
0.50639915,6132.6675,3.5200055,10.757037,1.2584625,0.65814954,2.9324417
0.65852153,4372.343,1.2194331,9.531024,0.19838601,-0.6679388,3.7765956
0.658092,4255.3467,1.0448544,9.381704,0.043877598,-0.31718957,3.7862608
0.65670687,4309.3354,0.925261,9.433088,-0.07767942,-0.57512367,3.7321324
0.5377797,6983.682,0.24460867,10.489346,-1.4080956,-0.042580314,5.227433
0.5079828,7354.8726,0.09853042,10.636093,-2.31739,0.017289173,5.664833
0.5114468,6885.1147,0.12598564,10.665265,-2.0715873,-0.9247457,5.503234
0.53068286,5764.4146,1.7859186,10.699268,0.5799329,0.47983018,3.3688426
0.566097,6100.9487,0.01128714,10.436374,-4.4840913,1.4404916,4.0376782
0.5749586,3913.478,24.731121,10.7802515,3.2080624,1.4684556,4.1285024
0.6166914,3807.963,0.2049479,10.455944,-1.5849994,1.1101,3.988646
0.61017305,4243.1226,0.045798488,10.455253,-3.0835042,1.3641008,4.112802
0.5651739,5652.4053,3.1319714,10.537654,1.1416626,-1.1756557,3.527091
0.55975103,4662.004,0.02822766,10.679567,-3.567453,-0.44086552,3.2126327
0.58403116,6920.4893,3.5398562,10.072248,1.2640861,-0.12709667,4.08524
0.6018906,6812.782,0.008832933,9.947524,-4.729268,-1.0369493,5.364991
0.6078465,6102.613,0.05458159,10.05615,-2.9080586,1.1298088,2.8766508
0.60214174,5967.4434,0.41941833,10.208971,-0.8688865,0.669023,2.5424032
0.6015562,5687.63,0.6294279,10.253655,-0.462944,0.72764534,2.6196802
0.5996304,5342.089,0.317016,10.3799305,-1.148803,-0.19253697,2.6679068
0.61512357,4949.1826,0.16621223,10.326727,-1.7944899,0.42437524,3.4451709
0.6211119,5337.5464,0.040930144,10.157135,-3.1958885,0.18410987,3.964596
0.57396084,6421.1616,1.0896055,10.302633,0.08581564,0.6574366,4.369815
0.621876,5802.5693,0.1142249,9.989321,-2.169586,-0.7514162,3.2269337
0.60058695,6532.497,1.4664938,10.025147,0.38287443,0.9580867,3.4475098
0.59903336,6535.7515,0.5103168,10.045572,-0.6727236,0.58408093,3.742971
0.5876725,5640.96,0.33809808,10.381738,-1.0844193,0.043760423,3.734681
0.6146656,6055.1763,0.16377231,10.074621,-1.8092781,-0.6843798,4.086616
0.6151,6033.8184,0.031205812,10.02339,-3.467151,0.052736774,4.2038846
0.58375514,5776.7217,1.117888,10.356075,0.11144117,0.46593258,4.744882
0.6003844,6672.486,1.5070307,9.926984,0.41014132,-0.3567732,2.9798436
0.57034504,5551.1846,0.08824614,10.53232,-2.4276254,0.46388632,5.0704436
0.5796563,5928.5986,0.20120083,10.435263,-1.6034517,-0.7876621,4.3050666
0.59224033,6553.824,3.4037442,10.087649,1.224876,-1.6740131,3.9601083
0.5944673,6642.861,1.9643366,10.132968,0.6751546,-1.5355777,2.7170646
0.57698363,5782.1226,8.105846,10.43316,2.0925856,-0.7299527,2.7255995
0.5601371,6593.7305,0.06522024,10.413866,-2.7299855,0.6184595,4.299875
0.5726887,7536.2734,3.4447052,9.935873,1.2368383,0.19248816,4.262631
0.5499715,7978.177,0.8528899,10.194784,-0.15912485,0.5785529,4.072623
0.5606077,7535.237,0.18762714,10.151797,-1.6732986,0.88058776,4.5425205
0.650172,4504.9346,1.5305312,9.477557,0.4256148,-0.34859425,3.9054375
0.5878831,5656.8667,0.05479097,10.447253,-2.9042299,-0.53212637,3.8850303
0.5861304,5620.376,0.05738036,10.4195385,-2.8580532,-0.56264764,3.9039655
0.59825635,5807.291,0.21005394,10.319768,-1.560391,-1.5763575,3.4992437
0.566,4489.664,6.3283095,10.679119,1.8450332,0.4307106,5.970808
0.5952312,4376.591,2.905521,10.523782,1.0666127,1.5161017,5.2291956
0.58240026,5820.1875,0.036486883,10.422751,-3.3108025,-1.336981,3.5234473
0.57327807,6127.22,1.2107608,10.441389,0.1912489,0.3077058,3.8702683
0.57354176,6311.5874,0.55155194,10.3732,-0.5950193,0.5467806,3.9172115
0.62984115,4773.583,1.0911615,10.247449,0.08724275,-0.40748164,4.068694
0.5865618,5876.336,0.14003077,10.366433,-1.965893,0.6407202,4.12441
0.5764406,5798.0107,0.16901627,10.445318,-1.7777603,1.8745595,4.738018
0.5988416,6677.543,0.69829905,10.001451,-0.35910788,-1.5037512,3.4327905
0.60767645,5440.189,0.06045905,10.278834,-2.805789,1.2090232,3.355963
0.57697725,5699.0933,1.5165089,10.436748,0.41641092,-0.06921114,4.0412827
0.57330596,5157.948,0.66844475,10.550002,-0.40280148,2.0217495,3.629922
0.5918476,6481.4424,0.15252528,10.185952,-1.880425,-0.69698423,4.40997
0.54482216,6644.263,2.1059425,10.501933,0.74476314,-1.7977397,5.17305
0.51510096,5080.4604,0.16892505,10.819755,-1.7783002,0.5360277,3.5817084
0.49503532,5038.261,0.072362356,10.911719,-2.626069,-0.48585555,4.6238956
0.5021976,4280.7563,0.116115615,10.903512,-2.153169,-0.59071666,4.480449
0.601672,5516.4746,1.9483104,10.311581,0.6669625,0.81132823,3.7093215
0.5894866,5921.9316,0.22288051,10.347205,-1.5011195,-1.1796119,3.8813033
0.62606055,5841.533,0.8766221,9.889639,-0.13167928,-0.90171593,3.9294407
0.6159032,5085.0713,0.44867158,10.286663,-0.8014641,0.6392884,4.3258367
0.57493436,6288.7983,0.039015915,10.375473,-3.2437856,0.2856261,4.0501122
0.5903005,5951.8394,0.0050169607,10.288937,-5.294931,1.613602,3.393747
0.603353,5648.7534,14.226111,9.935418,2.6550791,0.6580999,5.384548
0.60127044,5613.436,22.328625,9.958347,3.1058695,0.49424952,5.432868
0.5802218,6469.864,22.573841,9.697527,3.1167917,-0.48674083,4.995404
0.61199903,5701.4307,1.4979684,10.165462,0.40410987,-0.34239933,4.1357775
0.60793704,5836.7334,2.4863412,10.151797,0.91081226,0.10501993,3.9884064
0.6187643,5576.761,0.630941,10.183215,-0.46054295,-1.5800768,2.9760165
0.6253623,4667.46,0.9531971,10.301326,-0.04793353,-0.73935765,2.4724338
0.6287067,4536.7124,0.07018888,10.305602,-2.6565654,-0.0023033833,2.587788
0.61539847,4571.338,0.36757708,10.387457,-1.0008223,0.8147739,5.1657963
0.6058635,4268.2524,0.3049187,10.500983,-1.18771,-0.31484944,4.0463524
0.60655046,4235.384,0.44725996,10.484593,-0.80461526,-0.2594205,4.027849
0.6090038,5701.302,0.57539976,10.2449465,-0.55269027,-1.1543872,3.6665466
0.5804359,5576.021,0.09207721,10.454124,-2.3851278,0.45319474,3.4587007
0.57416177,5516.495,25.433084,10.426921,3.2360508,-0.15074472,3.3021712
0.5726052,5596.627,46.256096,10.400293,3.8341932,0.04819591,3.4155676
0.5720138,5658.9375,20.744738,10.404437,3.0322926,-0.11233618,3.5674496
0.5450768,7781.569,1.035527,10.318251,0.03491052,-0.74947435,3.8001297
0.54996866,6897.5225,28.919567,9.952088,3.3645184,-0.20891714,3.3394117
0.5792485,6373.7393,0.48992598,10.302279,-0.713501,1.3941063,3.2717535
0.58849907,6259.2393,1.6184765,10.2281475,0.48148528,0.7477376,3.475264
0.58892965,6256.391,1.1187499,10.192068,0.1122119,0.46274343,3.516889
0.56324196,5849.5176,0.86779284,10.492816,-0.14180222,0.23780878,3.5884175
0.57771266,7004.7314,0.10532886,10.169029,-2.2506678,1.2329258,3.6111581
0.57721585,7139.59,0.0826812,10.128221,-2.492763,0.7125844,3.7439942
0.58902776,6704.074,0.09493354,10.087579,-2.3545783,0.83295107,4.3202643
