x1,x2,x3,x4,log_x3,b43,b21,s21,s43
0.37238434,5835.3086,0.011524741,8.940821,-4.463259,0.84139454,1.2392569,2.3573093,0.82437897
0.15533815,6775.3984,0.90305483,8.115238,-0.10197197,0.8481394,-1.1820178,2.1963592,1.9304246
0.40303248,4718.021,0.8939291,9.249731,-0.11212877,-1.9095604,0.037814353,0.9672838,0.9542297
0.5206125,5738.826,0.18349504,9.762663,-1.6955676,-0.7637713,-1.8681701,0.25442487,0.48503417
0.4513255,4755.2764,1.0573757,9.677039,0.05579,-0.19535321,-0.92152095,0.36464474,1.8022462
0.25928867,5017.464,0.11627591,8.9759,-2.1517894,-0.42073703,-0.06878389,1.7453879,0.225897
0.47853518,3945.923,0.15775219,9.878477,-1.8467299,-1.4891516,-1.5617992,0.29984295,0.3152845
0.42567247,4664.662,0.41445065,9.503032,-0.8808014,0.13546163,0.39205867,0.24042715,0.18978724
0.34186026,4649.8506,0.08952223,8.465951,-2.4132683,-0.028976027,0.14320429,0.29355615,5.0144343
0.3718276,5190.2124,3.2594666,9.148691,1.1815636,-0.47982413,-0.9287781,1.7018725,0.08897935
0.40675497,3710.9126,0.06046734,9.124084,-2.805652,0.38595882,-0.8559015,0.2735372,0.47697136
0.3286992,3576.2507,0.103050806,8.99777,-2.2725332,0.16681816,-1.2306408,2.105883,0.91511524
0.4276447,4477.4136,5.9203477,9.115192,1.7783952,-0.2358982,-0.8119279,0.24031568,2.2032022
0.54155594,6102.2524,1.0740005,10.096333,0.071390405,0.011628958,-1.2839645,1.5738058,1.6430094
0.39956984,4367.1533,22.537428,8.93592,3.1151774,0.28205997,-0.4029626,0.34729528,1.5041015
0.5012502,5069.8467,0.57700366,9.905275,-0.5499067,0.56543666,-1.0612245,2.4765415,2.1019847
0.025117874,5826.288,0.02376151,6.9807005,-3.7396882,-1.6089753,-0.429867,0.9827238,2.4683013
0.59522724,4709.712,1.8916243,10.525945,0.6374359,1.5683835,0.92228633,1.1479099,2.015431
0.32593673,3952.9563,0.11669632,9.146359,-2.1481802,0.37046072,0.91307986,2.6507525,0.37168682
0.31000966,6843.9385,0.19679546,9.220571,-1.6255903,-0.8078463,1.217264,1.9318248,1.7181878
0.43992096,3308.8315,0.74237424,9.332723,-0.29790178,0.3511419,-0.15293746,0.42434636,0.82107335
0.49063122,5462.1475,6.6173797,10.0494175,1.8896995,1.5492263,-0.6192696,0.38298282,0.75316626
0.51188064,4774.238,0.040123276,9.734381,-3.2157986,-0.40307248,0.4416298,1.8905233,0.62985015
0.38426733,4787.29,31.32421,8.926174,3.4443913,-0.90072995,1.1160423,2.8326328,1.8538979
0.5063362,6083.769,6.0814466,9.367835,1.8052427,2.8827317,0.3625028,0.4715381,0.6826831
0.4347703,5178.472,0.10189127,8.991053,-2.283849,-0.3519542,0.12762345,0.44114608,1.2258309
0.36432296,5217.167,1.3453332,9.473558,0.2966417,-1.8322067,-0.37533084,3.1713843,3.307151
0.47729033,4981.409,0.21130785,10.0400305,-1.5544392,2.5185614,0.12118095,1.0853738,2.4647646
0.42458788,5833.4795,1.9312205,9.066045,0.6581522,0.018582555,0.9195498,1.3410211,1.95481
0.43556467,5338.9946,0.17055494,9.488758,-1.7686979,0.08731779,0.8114645,0.07807988,0.29031086
0.4533246,4790.5317,0.30383703,9.315386,-1.1912638,-0.10617563,0.34748808,0.3994422,0.12073651
0.37679946,5378.436,4.2074018,9.062658,1.4368453,1.5541602,-1.6800466,0.19989933,0.60147333
0.42460647,4883.968,8.769239,9.7484,2.17125,0.34348607,0.2349153,0.0015814325,2.0051098
0.34045345,3849.0737,0.45631677,8.708096,-0.784568,-1.2456737,0.10938479,1.88964,1.8560402
0.5139828,5649.1006,0.115105055,9.679443,-2.16191,1.0859658,0.21913186,0.06934808,0.26220345
0.43926346,4455.515,0.41170806,8.959984,-0.8874408,-1.3642408,-0.5040957,1.0434664,1.6543822
0.4245078,4932.663,2.6696005,8.749973,0.9819289,-0.26598585,2.6482518,0.79013914,0.4894124
0.46633393,4785.6523,0.29506567,9.837759,-1.2205573,0.49202284,-2.2297788,0.98522776,1.3736684
0.38582984,6574.676,1.7436322,9.555368,0.55597043,-0.840106,-2.0528924,0.50665694,0.91189474
0.43996742,6223.9814,17.922884,9.658563,2.8860784,0.94627815,-1.1489865,1.497927,2.0200012
0.17956531,5756.5127,0.14307,8.531277,-1.9444213,-0.66699016,-0.8512697,0.68902385,0.5194059
0.3597593,4885.3843,0.0351467,9.121758,-3.3482246,1.2800112,-0.7277489,0.92347574,0.53981507
0.42233452,6174.228,0.8100147,9.229677,-0.21070284,-0.51522136,0.5898399,0.8012451,1.6137271
0.36535546,4887.9834,0.4800579,9.0091505,-0.7338486,0.59910417,0.7621871,0.95556104,0.5617831
0.3877071,3750.571,1.9038945,9.152483,0.6439015,0.7733435,0.64611834,3.4941053,1.223836
0.217809,4493.75,0.21533124,8.363468,-1.5355778,-0.5737083,-0.21316011,2.6962996,1.087856
0.36557832,3577.3723,0.5887906,9.016662,-0.5296847,-0.6889268,-0.91349906,0.54308075,0.48399034
0.37231925,3987.9238,6.21249,9.331838,1.8265618,-0.3182071,-0.6538996,0.81286573,0.22049382
0.41382506,4238.3926,0.14256589,9.410552,-1.947951,1.4159474,0.66341096,0.4951984,0.45197567
0.33075678,4527.7876,0.48178834,8.544043,-0.7302504,0.021479234,-1.2645305,0.24789324,1.2025528
0.36965147,3037.4595,0.021441413,8.784976,-3.842431,-2.512224,1.7208477,1.3953526,0.6129236
0.40169287,4525.504,5.2165427,8.863609,1.6518348,-0.6734633,-0.9779678,2.1835024,1.4404947
0.36955494,4159.297,0.20405565,9.03882,-1.5893625,0.4800238,1.4860781,1.157939,2.0378695
0.37238058,5601.5654,0.07775373,9.356984,-2.5542088,0.48198923,0.024196755,0.83960634,1.2542543
0.3775591,6051.205,0.8794367,9.3449335,-0.12847374,-1.5081785,1.1125672,0.92114574,0.1220071
0.44328335,5300.3096,0.036610052,9.5669565,-3.3074324,0.27145147,1.1346935,0.17366357,0.522534
0.16321929,5894.925,0.3703944,7.8337827,-0.9931869,1.6462011,-0.3952709,0.8184599,1.8692795
0.28095067,5592.611,2.282051,8.811648,0.8250747,1.4814211,1.227556,0.5254899,1.493486
0.4384322,3614.0718,0.9029301,9.07732,-0.10211013,1.0061613,0.6192278,0.29872343,0.007343106
0.2581826,4427.0806,0.15988427,8.434157,-1.833305,-1.4256256,0.7080496,1.6199094,1.2132568
0.4468214,6420.7573,0.063366964,9.3120575,-2.7588127,1.2073033,-0.32666683,0.5741064,1.0648657
0.44209296,5916.9697,0.01013465,9.674924,-4.591795,0.013657764,0.6664638,2.6051717,2.0482576
0.29873666,4198.061,11.061958,8.714191,2.403512,-0.20767663,-0.49972045,0.36070132,0.36599156
0.32197267,3451.6187,0.13202131,8.84368,-2.024792,-1.3726479,0.04057063,0.12891972,0.21317497
0.43031812,5710.4956,0.42504966,9.739854,-0.8555493,0.32059014,-0.4185794,0.07336936,3.7781935
0.43588945,5878.5464,9.482252,9.12684,2.2494218,-1.2828329,-0.24856114,0.12531589,1.7934339
0.41595477,4973.818,0.6470976,9.525038,-0.43525815,-0.24194236,1.8174201,1.2304041,0.7645407
0.4246509,3297.3464,0.62953377,9.745335,-0.46277583,0.61689883,0.9382825,2.058315,0.41737038
0.31723177,4028.662,0.047382724,9.100966,-3.0494976,-0.5393358,-0.47304457,1.7807078,3.2113
0.49467245,5718.193,0.05038152,9.832137,-2.9881308,-2.1654735,-0.5169224,0.8325785,1.0474321
0.6352055,3620.5493,2.800184,10.800182,1.0296851,-0.8297941,-0.10928214,0.39780402,2.3978784
0.5052646,4540.3696,0.11627507,9.398754,-2.1517966,0.39567533,0.6002287,0.8369678,0.35263765
0.61973757,4162.501,0.13454103,9.839448,-2.005886,-1.1023062,0.06449222,0.9707916,0.7814883
0.61522585,5177.6367,0.014153762,10.374074,-4.257775,1.2615209,0.23416921,1.4168082,0.348413
0.50230765,4055.148,1.73913,10.23916,0.55338496,-0.42576408,1.3248594,1.9875964,0.26634175
0.2725497,5493.8857,0.35694548,8.52873,-1.0301722,-0.75220585,-0.962639,0.44430017,2.679689
0.32114682,4232.688,0.14859661,8.293005,-1.9065199,1.3271592,-1.2604591,0.36146635,0.80379844
0.36394987,4435.8086,0.34436437,9.2021265,-1.0660549,-1.2214253,1.0289757,1.1676248,1.1116035
0.3119023,6847.9717,6.588891,8.596589,1.885385,0.6013619,-0.8796285,0.50286466,1.9615968
0.32538247,5281.42,0.4190171,9.053827,-0.86984354,0.18227382,-0.20396864,0.40405533,0.19429141
0.36333597,5855.657,0.32343343,9.132432,-1.128762,0.31442776,0.47768337,0.057005007,2.1004114
0.4821331,6955.8047,0.048143055,9.977889,-3.0335784,-0.9685945,0.0047733374,2.7476285,3.4457943
0.5493777,6317.846,1.099807,9.976647,0.095134676,0.3364837,1.1130406,1.5837376,2.7270973
0.15114431,5796.757,2.1913977,8.188627,0.7845395,-0.95790994,-0.18218617,3.0734656,0.7991669
0.29719958,3901.0515,6.2251825,9.103771,1.8286028,0.18646388,-1.6770295,1.6015332,2.6140404
0.4856158,4502.164,0.6016987,9.202958,-0.50799847,0.46071845,-1.0168958,2.726303,0.40136907
0.5799992,4031.987,0.093671486,9.965987,-2.3679614,0.6731883,-0.2911797,1.5028806,0.26380336
0.25342268,3608.8457,0.14080992,8.355635,-1.9603443,1.3500842,-0.16677438,0.74260813,0.09064926
0.40516034,4049.3257,0.07836965,8.69795,-2.5463185,0.33575046,-0.16404802,2.5265896,0.13955796
0.39910436,4372.6484,0.7851099,8.784108,-0.24193162,-1.2361013,-0.8890985,0.10247294,1.9064298
0.34728545,4324.723,0.5300655,8.939956,-0.6347547,0.6724344,-0.5831794,2.6012232,3.427689
0.45006654,5423.5664,0.1413252,8.976904,-1.9566916,1.1268846,-0.79377896,0.6181688,1.8189414
0.6640122,4068.1929,1.3633138,10.5544195,0.30991837,0.6322409,-0.5549502,1.1055471,0.08432578
0.54081255,5076.8413,6.492472,10.432198,1.8706434,-0.7033773,1.7372485,0.5392216,0.8042319
0.4455306,5562.876,0.11964527,9.551511,-2.123224,0.07435623,0.6714136,0.14283459,2.3358476
0.32671237,5773.7324,1.3472397,8.405935,0.29805782,2.3117197,0.89777887,2.2127357,0.09477269
0.5403826,5121.183,3.5641549,9.891867,1.270927,-0.24722044,-0.32238638,0.07169195,0.9123347
0.38157275,4555.793,0.051846385,8.726717,-2.95947,0.49665403,-1.1166679,2.1323407,0.4093808
0.36928496,5847.804,0.0018210171,9.260526,-6.30836,-0.56203395,0.13716477,1.2532464,1.8148758
0.35609528,5099.847,0.83967763,8.903964,-0.17473724,0.70828503,1.1894991,0.86915857,4.229051
0.36813092,3597.9316,0.16623117,8.862269,-1.7943759,1.7155844,0.2757032,1.7651618,3.0792766
0.22918162,5975.043,1.9980847,7.8811765,0.69218904,-0.9934896,0.8036067,0.539072,0.08552198
0.4090856,4578.297,0.067738265,9.376987,-2.692104,0.38730606,-2.3670437,0.32171318,1.6735667
0.48782653,7446.425,10.103707,9.533882,2.3129025,-0.5106689,0.54231876,1.0339696,1.1383479
0.24213524,6482.0283,0.2581958,8.558346,-1.3540372,0.5667744,1.5214449,0.8191471,0.13131954
0.31887513,5911.927,0.035884287,8.929293,-3.3274558,0.32312724,-1.2754612,0.1921121,0.098798454
0.38530016,4102.3457,0.2534745,9.298309,-1.3724921,-0.44290748,1.3094163,2.7795453,1.3853419
0.44556397,5177.593,2.3008676,9.564599,0.8332862,-2.2198987,-0.22234543,2.3468673,3.423202
0.43830895,6805.8086,0.45126057,8.844407,-0.7957104,0.2773769,0.3106243,0.93330526,2.5654194
0.537135,4543.6157,0.054437384,9.493887,-2.9107041,0.30196372,0.8217925,1.4753596,1.2920353
0.40724424,6123.5713,2.1606302,8.762636,0.7703999,-0.25975648,0.9164139,0.5458764,0.19803749
0.2810419,3073.8608,0.58391386,8.382089,-0.53800184,-1.3355585,1.9912238,1.1791042,3.6937814
0.28946462,5567.4365,0.22380243,9.284599,-1.4969916,0.4859261,-0.17002493,0.12608594,0.2544344
0.44996196,4981.212,0.49264133,9.396664,-0.7079739,-0.20637459,0.32714644,1.4538729,2.6837363
0.41255385,6136.4326,1.5121479,9.675292,0.4135311,-1.672615,-0.9661227,2.286144,0.56580585
0.3988505,6081.3438,2.8732238,8.917423,1.0554347,-1.299104,-2.040272,2.2439325,0.656504
0.3161413,4777.089,0.07170454,9.215076,-2.6352012,-1.7126287,0.5942386,1.5456302,0.5515889
0.3480896,4272.2314,0.35992992,8.688809,-1.0218459,0.7813503,-1.0758014,0.46630096,0.21400493
0.4901502,5553.0757,0.09024422,10.154281,-2.4052358,2.573661,-1.601674,0.057362497,0.33699235
0.3134578,5090.4004,6.9534054,9.100511,1.9392315,-0.60093105,0.6450087,1.7900376,2.5923984
0.6260699,5460.522,0.032622796,10.851935,-3.422744,0.68363166,-2.4913094,1.791045,1.1763258
0.40763745,4560.198,0.46773893,9.443618,-0.75984496,0.10458715,0.2182364,1.2533325,1.247906
0.22474824,3760.4414,2.3920438,8.426816,0.87214816,-0.15717508,-0.74597883,0.70880026,0.06911364
0.48536336,3717.9473,0.7099638,9.641546,-0.34254134,-0.1717335,-0.23939241,0.5059699,2.2015185
0.3047883,5937.763,0.6890395,8.901273,-0.3724566,-0.2884922,-0.061910555,0.15605533,0.5486802
0.4635588,4187.296,1.6653724,9.832571,0.51004875,0.34981307,1.3897485,0.21366192,0.6851804
0.28005898,4925.5654,0.31128627,8.065075,-1.1670423,0.9356056,0.13935922,3.6835093,0.7390679
0.41345403,3308.3406,0.09489018,9.4915285,-2.355035,-1.0383812,-0.08349504,1.361105,2.6170137
0.45356953,3357.7964,0.2389108,9.810939,-1.4316651,0.8138649,0.16748632,0.7649064,0.97659844
0.440637,4901.0146,0.46214965,9.53347,-0.7718665,1.0765694,1.1885642,3.05382,2.5152078
0.5453118,4418.298,0.33108416,9.88581,-1.1053827,-0.33394003,-2.486283,0.20781122,1.3633444
0.44038177,5133.1973,0.13957988,9.303357,-1.9691182,-0.8293474,-0.3685481,1.4029903,1.9475341
0.40277907,6147.981,0.13689865,9.436881,-1.9885144,0.18378827,0.33867908,1.7889824,0.48788196
0.33331245,4970.286,0.0007690927,8.716699,-7.170299,-2.2741315,-1.7102299,2.2318885,0.15703644
0.5048772,3948.8398,0.0957252,9.524689,-2.3462737,0.9794455,-0.04156218,2.4322474,0.49518132
0.41977784,6368.1084,0.6065724,8.9591255,-0.4999312,-0.85434234,1.06815,0.52803904,0.5911742
0.28274477,4413.7407,0.03727737,8.657197,-3.2893689,-0.19566268,0.11862573,1.4747674,0.5040264
0.36780095,4880.9116,2.2559001,8.82106,0.81354904,-0.51031965,1.0756608,0.8864816,1.5993378
0.50418866,4492.434,0.03273547,9.859499,-3.419296,0.31286058,-1.260627,1.6557192,0.16775304
0.47502306,4095.1704,0.35615933,9.713996,-1.0323771,0.3936897,0.3102063,0.036122963,1.7706791
0.49688777,3668.3105,0.076878086,9.702166,-2.5655344,0.9551769,-0.26904228,0.82235736,1.8480848
0.4800204,5530.0967,1.0208082,9.2830105,0.020594686,0.118180975,-1.418153,2.588631,0.5604203
0.48678163,5510.126,0.58492804,9.572798,-0.5362665,-0.470578,-0.09130294,0.23877057,0.22792904
0.39258602,5601.677,2.250638,8.967885,0.81121373,-1.0105284,-0.29896903,0.9853281,0.097566575
0.30906138,3953.481,0.33209518,9.027593,-1.1023337,-0.5853053,-1.3995765,0.6570261,0.2944078
0.3210101,5951.6904,2.0606236,9.017862,0.72300863,-0.8067854,1.6392947,1.4413515,3.6367264
0.35846314,4526.6396,0.2943262,8.957652,-1.2230667,2.3793542,1.8877975,0.53642786,1.517152
0.37021977,4936.755,0.036478534,9.357039,-3.3110313,0.41845754,-1.5675913,1.6416371,2.1903667
0.38605696,5505.822,0.71647334,9.219998,-0.33341426,-1.6068887,-0.23381837,0.53584236,4.4385905
0.66752255,5295.672,0.070650294,10.449036,-2.650013,1.7998815,-0.34407145,0.18041287,0.23961245
0.24250048,6524.087,0.16308038,8.123163,-1.8135121,0.11302346,0.4060636,0.30840194,1.4203727
0.35440093,7204.25,0.0645598,8.971626,-2.7401633,-2.199548,-0.7847086,0.061922256,1.9411421
0.26604527,5186.3193,0.024147678,9.0662365,-3.723567,-1.1911457,1.7608671,0.011161118,1.6786366
0.31621462,6575.167,0.6523833,8.544364,-0.42712292,2.2535772,1.4808054,0.07121967,0.22722763
0.53640467,7227.957,0.095040515,9.624682,-2.353452,-0.43975043,-0.7273758,1.5835079,1.9492856
0.45993382,5110.3955,0.02782395,9.311644,-3.5818582,1.6502774,-0.17899644,0.4878517,0.66965437
0.3562563,6305.659,0.21645701,8.828786,-1.5303633,-1.1772338,0.87510866,0.47773758,1.1376805
0.5507446,4137.2607,1.1567794,10.565066,0.14563975,-0.4645721,-0.12926652,2.382096,0.014390661
0.34005296,5857.7646,1.7620394,8.7822075,0.5664719,-0.035630796,1.865689,2.4436274,2.1029632
0.4495174,4808.341,0.17031386,9.301931,-1.7701123,-0.7175351,-0.19477214,3.3088424,3.4563372
0.54936844,4127.8765,0.029023582,10.18974,-3.5396466,-1.6312193,0.55260575,0.82740027,1.191408
0.30138293,4160.689,0.09408908,8.094814,-2.3635132,-1.8811336,-0.21100219,1.1275896,1.786516
0.28435674,6796.87,10.138557,8.335764,2.3163457,0.04345882,0.27793434,1.1034868,0.48811987
0.39782813,5291.864,0.22973701,9.11366,-1.4708201,1.5329114,0.65515625,0.18301116,3.6555834
0.33109623,5137.11,3.6248307,9.090395,1.2878076,0.1474203,1.8520247,1.7960944,1.9371961
0.57767963,4362.759,17.056969,10.099084,2.8365588,0.2640891,1.1230385,2.3348196,1.1129987
0.30740762,6975.4297,2.0023444,8.328074,0.69431865,0.5418878,0.11658813,1.8930511,1.3200833
0.36066076,4696.8335,0.06846341,8.703935,-2.6814559,-0.0057052,-0.48882455,1.0276859,0.080781944
0.35266185,4605.01,1.4445947,8.853319,0.36782882,1.1735342,-0.09273043,3.6643517,2.581479
0.33652177,2755.5757,11.215625,8.538693,2.4173079,-0.42475763,0.38247442,0.49429655,0.47352344
0.52371407,7026.435,0.00012154461,9.727703,-9.015229,0.12981659,-0.8015591,1.8361329,0.13472277
0.40887707,6329.6333,0.13765343,8.958669,-1.9830161,-0.20967388,-0.13932618,1.3973294,0.6401417
0.36618668,4058.6594,0.15153684,8.561286,-1.8869265,-0.6943944,0.14766891,1.3543848,2.4001184
0.45847118,5619.8247,0.06668474,10.049352,-2.7077792,1.2339433,0.20272781,2.5640068,2.7739096
0.5306355,5453.357,1.1765598,9.957831,0.16259475,0.06613291,0.04045071,1.4068103,0.7724417
0.45205918,3702.27,0.07460787,9.324182,-2.5955093,-2.3232234,0.68029064,1.3703921,0.6587234
0.34440508,4919.6104,0.15902881,8.995912,-1.8386699,0.35341865,0.5543314,1.8661379,0.09833894
0.3026471,5199.9253,0.103325285,8.2906275,-2.2698731,-0.28003588,3.3005922,1.8586688,1.9857324
0.3345695,4747.406,0.81031305,8.5552025,-0.21033464,-0.24068041,2.1016967,0.73554295,2.827855
0.3252957,4546.5337,0.1344076,9.211042,-2.0068784,2.051549,0.2924237,1.48641,1.4913456
0.4301998,5402.5464,0.0056746025,9.441559,-5.171755,0.03374101,0.67821366,0.7116724,0.45957455
0.36778674,4520.3955,0.061374914,9.246299,-2.790754,1.1212019,-1.0601227,3.3890808,0.7663304
0.41865304,5498.0195,0.74063164,9.150391,-0.30025187,0.24958369,0.0771222,2.1096823,0.98284096
0.4384635,6502.0215,0.24036846,8.987238,-1.4255823,-0.27816927,-0.8850875,1.9013718,2.597954
0.25594372,4465.6606,0.16292313,8.208582,-1.8144768,1.2830299,-1.1576382,1.3672379,1.0823545
0.5714187,5521.806,0.20795208,10.740076,-1.5704476,-0.5488614,-0.5649359,1.0398296,2.1041675
0.391685,6568.8804,0.10592627,9.105995,-2.245012,0.32739705,-0.98631555,0.75528264,0.28360403
0.3885734,6339.135,0.52664906,9.344703,-0.6412209,-0.65281427,-0.5966048,0.6550077,0.07735076
0.41066086,4119.0093,28.92298,9.474556,3.3646364,-0.13290371,0.9099914,2.6606522,0.3798267
0.46754712,5127.995,0.4758821,9.358512,-0.7425851,-0.24759817,0.35027534,2.1029668,1.7963653
