x1,x2,x3,x4,log_x3,b21,b32,b43,s21,s32,s43
0.6407379,4565.1904,0.09714803,10.280948,-2.3315194,-2.7374394,1.6535667,-5.4647484,5.626646,3.9505532,5.297662
0.6376783,4864.173,0.004693109,10.285963,-5.36166,-2.3434544,-1.9663845,-7.4199343,5.827826,3.6057987,4.5197277
0.636865,5330.373,0.16397631,10.108484,-1.8080333,-7.3195076,7.1795487,-4.004636,4.665924,5.339555,3.3168087
0.61570704,4774.4653,0.079088986,10.417576,-2.5371816,7.850555,2.5513062,-4.994131,5.4233503,3.9369342,4.833459
0.5969769,4694.13,0.09334867,10.583264,-2.3714137,12.6521225,-0.626313,-10.573915,6.2645855,4.842494,3.8225467
0.6018644,4750.3022,0.011249093,10.587769,-4.487468,10.32411,-2.9295883,-13.823179,6.321602,4.3864093,4.2713695
0.60270834,4125.177,0.0029439672,10.614313,-5.827997,16.48861,-2.079738,-10.126147,6.3392076,4.2862487,4.552476
0.64082307,5140.247,0.028432447,9.983084,-3.5602243,-7.499167,9.335604,-2.1497197,4.78544,4.764329,5.4786563
0.64374936,4984.471,2.9897316,9.974526,1.0951836,-10.532134,9.353122,0.12317258,5.5470095,4.8129005,4.9271812
0.63368124,5163.129,0.037693176,10.125281,-3.2782762,-2.882312,7.8708205,-1.5532787,4.8376913,4.7323337,4.268127
0.6372336,5139.906,0.008442281,9.942432,-4.7745028,-7.23761,12.4534025,0.3072623,4.939488,5.0060587,3.8505874
0.6276581,5179.3545,0.7622614,10.005545,-0.27146578,-3.38757,15.08476,7.9966006,5.1925993,4.625369,5.1431246
0.6285044,5115.9985,0.18551096,10.011156,-1.6846414,0.236546,17.623564,2.7697337,6.3011694,4.717108,5.360422
0.6237022,5698.6846,0.43139458,10.047968,-0.8407321,-5.581196,10.620774,2.74227,7.0470877,4.9353046,4.9659114
0.6450666,4546.493,0.0691558,9.916266,-2.6713934,-1.2713147,16.988503,4.234272,5.995602,4.3923197,4.6145782
0.66114944,3251.6028,0.46887037,10.4219675,-0.75742894,7.330164,-6.2253394,-14.624586,4.502132,4.161803,3.8570821
0.6316215,5378.0835,0.029665168,9.841649,-3.5177817,-7.550545,15.804529,3.7581189,5.9403133,3.599117,3.5454047
0.6218569,5365.7197,1.9482459,10.238122,0.6669294,-1.6205554,6.4963117,-3.6782594,6.1875772,3.7540216,5.3302774
0.64861846,4095.1855,0.054015785,10.226714,-2.918479,2.6508355,3.3708313,1.6765705,5.1636834,4.480557,4.1648936
0.654974,4146.6353,0.07204531,10.116703,-2.63046,-1.831164,7.672941,0.63255924,5.005128,4.737893,3.8939173
0.6530888,4089.5024,0.06223038,10.11317,-2.776912,-2.0794706,7.6107254,0.4455549,5.05456,4.7220306,3.875968
0.64410603,4640.228,0.03213834,10.10892,-3.4377055,-4.4709315,5.5618978,-1.5157994,4.4331174,5.0056534,3.9343376
0.63872385,4642.3286,0.110773996,10.25121,-2.2002633,-1.2772427,3.2488465,-1.1009811,4.873885,5.021495,3.9533265
0.64006287,4375.478,0.045707207,10.258114,-3.0854993,0.9200598,1.6437209,-0.9754165,4.9707007,4.645731,3.9859185
0.60662997,5210.905,0.45602474,10.462967,-0.7852082,3.8043532,2.4564476,-9.509967,5.3346834,4.15605,4.0734954
0.62006336,5038.324,1.192795,10.385499,0.1762993,8.322668,0.20043887,-8.67177,5.68459,4.499085,4.8036213
0.6311571,5227.825,0.005332092,10.2457075,-5.2340117,-0.64550334,1.684183,-7.0570197,5.280355,4.038807,2.9428582
0.63169914,4894.4854,1.8902797,10.241615,0.63672477,-0.06119764,4.602779,-2.011782,5.4476357,4.729376,3.2491665
0.62332004,4992.056,0.017739272,10.25533,-4.0319743,2.7766485,7.045838,0.1634221,4.8687825,4.2439284,4.0197253
0.61851245,5521.329,2.8809423,10.248564,1.0581175,-1.4084218,9.401671,-5.3984437,5.825465,4.103193,5.80569
0.63409555,4136.7837,0.015378401,10.437232,-4.1747913,2.9960616,-2.7611234,-8.427392,5.04145,4.502418,2.619445
0.6118105,5669.9966,0.02627011,10.228582,-3.6393235,4.3287077,10.562942,-2.1474369,5.4042974,4.0537376,5.3720107
0.6232688,6011.728,0.08163537,10.163721,-2.5054927,-4.551913,2.4352853,-11.508862,4.6213493,3.9888947,2.9025168
0.62629306,5866.305,0.081832476,10.176262,-2.503081,-4.5161185,1.6102351,-9.866309,4.376014,4.524632,3.6151962
0.6233437,5072.0903,0.2015287,10.346757,-1.6018234,2.0084007,-0.64788496,-8.6166935,6.1396446,4.017494,4.8209467
0.62212765,4891.489,0.22024661,10.380884,-1.5130074,1.8237331,-0.14624044,-7.8296003,6.3324413,4.2099767,4.9134645
0.6371657,4351.219,0.23795219,10.354935,-1.4356855,4.1617994,-3.770165,-8.1083,6.278677,4.2629375,2.699008
0.65617156,3983.5024,0.069089,10.292213,-2.6723597,0.1734884,-5.5599847,-7.5682173,6.348808,4.082727,3.4422922
0.6413013,4506.727,0.026556065,10.2980795,-3.6284971,0.57269865,-0.98861486,-5.2806044,6.012621,3.97337,3.8354633
0.6248238,4536.927,1.3172789,10.417869,0.2755681,3.520703,-1.7189757,-8.145137,4.853529,4.240983,3.774551
0.6275385,4501.786,3.8633215,10.41917,1.3515273,4.3905663,0.8875261,-8.060713,4.6711617,3.909913,3.7076116
0.6386106,4153.8633,0.0029523247,10.226663,-5.8251624,9.189057,8.9341135,2.8815002,4.4660535,4.5351114,4.0505795
0.62644714,4361.983,0.09038577,10.426698,-2.4036684,3.8708878,-2.531299,-3.1469233,6.0018015,4.4388146,5.359019
0.61709535,5138.3457,5.227043,10.271043,1.6538458,1.9912629,12.068572,-0.05505537,6.1164637,5.224596,3.4061077
0.6836741,3413.5066,0.0041487087,10.132355,-5.484958,-4.49092,0.42233303,-7.0769362,4.7092953,3.1756537,4.848448
0.6815218,3195.1313,0.03287165,10.071634,-3.4151447,6.479936,3.3057566,-2.144324,5.370826,3.8774154,5.0053716
0.6751406,3510.9517,0.00072589715,10.107579,-7.228102,-2.5035467,6.781528,-2.3567128,5.5070033,3.08014,4.013049
0.6193845,5736.984,3.5742307,10.005208,1.27375,1.0412909,14.1473055,-2.0364046,5.8794,6.44912,3.864186
0.62083566,5345.9907,0.21658677,10.121634,-1.529764,-1.4693114,15.346527,2.201831,5.439926,5.278944,4.0833864
0.6125291,5869.135,0.1880403,10.192144,-1.671099,0.4160786,9.74961,-2.956913,5.124111,4.735521,4.9998426
0.61529803,5821.007,0.2451211,10.215271,-1.4060029,2.696479,9.16548,-2.7455719,5.241833,4.6888075,5.12633
0.632447,4947.74,1.2637337,10.196418,0.23407066,-4.127029,8.957334,-2.7395291,4.77678,4.6419992,4.2703667
0.63212955,4520.876,0.6994225,10.392344,-0.3575003,5.173753,-2.4527738,-7.972822,4.7267437,3.1542237,4.285595
0.6230889,5128.9365,0.115281425,10.381732,-2.160379,-2.1866882,-1.4547064,-10.126035,5.9250565,5.568674,3.8947997
0.62514734,4760.0757,0.37747008,10.403199,-0.97426397,3.0335567,-3.7729523,-8.156595,5.663067,4.856782,4.1341352
0.6144216,5718.1904,0.0077165933,10.26263,-4.8643823,1.6824448,7.201242,-4.736251,4.139341,4.0743694,3.8946326
0.6295692,5244.333,0.04364948,10.29662,-3.131564,-3.2900825,1.7745643,-10.996808,4.4872184,4.990147,3.8584898
0.6176327,4821.562,0.3077698,10.427295,-1.1784031,5.903565,1.9247886,-3.6347103,6.280609,3.9622045,4.027943
0.6144649,3813.511,0.22790498,10.470484,-1.4788265,16.902521,7.9713345,2.031439,5.621962,4.7946196,4.952835
0.61826724,5124.605,0.00084397045,10.309324,-7.077393,2.9165928,7.5082736,-0.38614917,5.005656,3.7575426,3.4427824
0.60631394,5612.8604,0.23855846,10.292467,-1.4331409,3.932347,10.277948,-2.842839,5.225531,4.1319385,2.4829192
0.5969438,5790.0405,0.14341925,10.444638,-1.9419831,12.414467,5.7090383,-12.571129,5.367533,4.5138707,5.0789795
0.61057913,4992.6567,0.2796823,10.471022,-1.2741009,9.634605,1.3118414,-8.486151,5.216529,4.5393567,3.8135211
0.6278715,5158.761,2.1615462,10.26864,0.7708238,0.31998172,4.5480533,-5.95671,5.6157646,4.595629,3.8921645
0.60797715,6264.0454,0.0002584836,10.186159,-8.260678,-0.7975571,12.177097,-5.2708783,5.5364146,3.885733,3.3447995
0.6299038,5153.587,4.0038147,10.087448,1.3872476,-0.7849816,14.230254,-0.8894658,4.9971123,4.668152,4.3756046
0.6338897,4949.117,9.430244,10.05422,2.243922,-1.1199677,14.802785,-0.03119418,4.5689015,4.7004623,4.5023155
0.61248976,5457.012,0.038700875,10.235323,-3.251893,6.2028737,14.754474,2.1962385,5.369066,4.983568,3.537998
0.61175066,5406.3135,0.040368285,10.232181,-3.2097108,4.6332507,14.418213,1.9029049,5.3947234,4.9011264,3.5262687
0.6252128,6000.725,0.28110245,10.086624,-1.269036,-9.393629,5.385288,-7.026711,5.609912,4.011387,3.7192626
0.6233053,5651.975,1.756108,10.126475,0.56310004,-5.1418805,8.567736,-5.97719,5.073119,3.5046103,4.8072834
0.64780384,3866.6382,0.016208367,10.2905855,-4.1222277,4.2302566,0.9512859,-2.789471,5.8154626,5.9048758,3.233653
0.6429261,4252.653,0.056259323,10.301491,-2.8777835,1.3612938,1.9659142,-5.312466,5.5279264,5.219832,3.374753
0.6393207,4676.089,0.7337545,10.202254,-0.3095807,-1.300395,4.077479,-1.2384,5.001231,3.7855911,4.563982
0.6408671,4729.9214,1.2197988,10.1559925,0.19868597,0.025881898,4.233223,-0.8866524,4.89066,3.7891338,4.520387
0.6321449,4777.8623,0.308414,10.212316,-1.1763122,1.766987,7.9915314,0.15084717,5.270239,4.5479994,4.2021885
0.62931406,4741.545,0.30006558,10.2343,-1.2037542,1.3644692,7.9060974,2.423589,5.2731333,4.519952,4.3660083
0.6171347,5042.667,0.0009503174,10.351997,-6.9587145,6.2652397,3.246851,-3.75568,4.98195,5.4904547,3.134535
0.6385671,4533.252,0.07120791,10.182139,-2.6421514,3.941042,8.032627,2.6457934,5.970155,5.0384893,3.5683534
0.6496952,4407.9956,0.6799418,10.149685,-0.38574812,-5.034009,3.582292,-0.81925696,4.377563,4.3538127,3.8884404
0.64206463,4660.1636,0.024472656,10.184135,-3.7101989,-0.43763396,2.329728,-1.2881272,4.9793177,4.7237496,4.296528
0.6410348,4636.2993,0.042865366,10.174816,-3.149691,-1.2716275,3.509878,-1.5489675,5.1625967,4.2675962,4.645045
0.66884077,3679.4395,0.0012502705,10.177465,-6.6843953,1.1978437,0.7183953,-4.4781237,4.0132437,3.570421,3.555043
0.67156625,3559.0024,0.065567136,10.173392,-2.7246807,0.47047055,-0.3712801,-5.8920383,5.6638565,4.7600594,4.282805
0.6053402,5953.8135,0.36634398,10.315052,-1.0041826,6.031584,10.063917,-7.050615,5.1715603,3.7938576,3.4179516
0.64401126,4616.0894,0.0062359013,10.224371,-5.077432,-3.536044,1.4319375,-3.004297,5.0439744,4.823167,4.207069
0.645505,4583.2656,0.026795844,10.213708,-3.6195085,-2.7329059,2.3629856,-4.966452,5.0551186,4.2154074,3.9219382
0.6512219,4516.3027,0.16139476,10.09728,-1.823902,-5.905187,3.0812452,0.07993548,4.8747606,5.7684793,4.2255177
0.6050049,5136.4507,0.094385885,10.423273,-2.3603637,8.239278,5.8175263,-4.4846473,5.5942583,3.3812203,4.24575
0.5962564,5580.9004,0.49810636,10.38977,-0.6969417,9.690355,11.864402,-2.938657,5.5069704,4.380157,3.920762
0.64153194,4264.966,0.01953654,10.323886,-3.9354687,-1.4732623,-1.9655292,-4.8077497,4.8968472,4.615172,3.6759894
0.62302476,5144.49,0.053460456,10.203162,-2.928813,3.826374,9.833821,1.1846473,5.628901,4.684017,3.0430574
0.62652886,5133.751,0.57490647,10.233713,-0.55354786,-1.651133,7.1808662,-3.1986015,5.3147755,3.542156,3.6639998
0.6334703,5080.6924,0.3227782,10.170297,-1.1307899,-2.6982431,5.997632,-2.4118044,5.439129,4.883285,3.1442301
0.6265347,5416.0854,0.009336531,10.294692,-4.6738205,-2.1995513,1.0294514,-9.716525,5.925462,5.0642724,4.0339794
0.6237233,5491.008,0.008406994,10.301048,-4.7786913,-3.4333162,1.5024981,-11.467618,5.8121,5.1392465,4.220006
0.61451435,5565.958,0.040295944,10.250897,-3.2115045,-2.1131165,9.118988,-1.5188314,6.1528044,4.2047477,2.7843583
0.6160464,5586.727,0.009763097,10.285331,-4.6291456,1.3260647,6.4906983,-6.375633,5.413361,4.3981543,2.99881
0.6492326,4212.494,1.3097637,10.230601,0.26984677,-0.63317925,2.2908149,-3.849918,4.9112372,4.257735,4.9318743
0.6551795,4077.7969,0.21545328,10.199253,-1.5350112,0.027691692,3.729091,-2.5635228,5.232766,3.865814,4.705142
0.67315674,3664.8862,0.7779885,10.122724,-0.25104356,-1.2511103,1.7426952,-1.9580027,4.983463,3.555461,5.1507907
0.6719588,3706.355,0.8528552,10.112524,-0.15916553,-3.7268112,-0.31786755,-3.598418,5.0137835,3.4396987,5.0568733
0.6750051,3611.7903,0.46105903,10.154507,-0.77422917,-4.301641,-1.5958972,-2.5544481,5.5848756,3.7281811,5.1181393
0.6732037,3841.452,0.17242473,10.110431,-1.7577945,-5.614901,-1.8275553,-6.284593,5.620674,3.2668488,5.3627834
0.673511,3808.091,0.23776492,10.122338,-1.4364728,-6.474968,-3.2628648,-5.9668117,5.500648,3.2972746,5.4647274
0.6456045,3372.0444,0.009107752,10.413405,-4.6986294,11.355633,0.32949486,-5.7464175,6.1706314,3.9433017,2.6946297
0.62334394,5107.115,0.0012189151,10.411369,-6.709794,-1.2684407,-4.064716,-10.861611,4.212986,5.08111,5.158682
0.61785424,5321.567,0.08698563,10.289771,-2.4420123,5.8195653,5.298975,-1.7678556,5.529052,4.8298497,3.1913218
0.6228904,4934.57,0.19858584,10.252048,-1.6165339,2.659544,10.857798,-1.2403184,5.361676,5.369484,3.3489408
0.6266801,5216.7163,0.08458,10.191219,-2.4700575,-3.224224,9.418224,-0.95003945,5.049194,3.5850132,4.2992063
0.62954366,5105.4316,0.063452125,10.205874,-2.7574697,1.8151178,7.250971,-1.3398229,4.7536583,3.7797475,4.08625
0.6319035,4851.2627,0.35276625,10.321774,-1.0419496,1.5551367,-0.64906275,-6.007991,6.0780973,3.9096045,4.4783297
0.63032,4794.923,0.72375345,10.328104,-0.32330447,1.2515181,-1.7042087,-6.6950173,5.4609118,4.3998675,3.1906264
0.6251743,4599.4443,0.82566375,10.420536,-0.19156769,4.414127,0.09045834,-7.127961,5.698346,4.442542,3.0230608
0.65077883,3582.5715,0.00070229464,10.337634,-7.2611575,6.167248,3.552925,-5.625176,5.8488884,4.7126436,4.878814
0.63802713,4433.077,1.2373713e-05,10.295021,-11.299936,0.9384612,-1.1222225,-0.9405829,6.6504207,5.637698,3.6492026
0.6416608,4516.4326,3.611898e-05,10.238714,-10.228692,0.081783265,-0.13609612,-2.2196906,6.6875954,6.185471,3.521552
0.6375122,4617.628,0.0017255938,10.366811,-6.362184,-0.30944577,-6.569558,-14.102318,5.8079414,2.8543785,4.6710644
0.6474028,4229.532,0.03292304,10.371006,-3.4135826,-0.42676473,-11.038524,-10.778015,5.2714043,3.8468964,5.2009635
0.6327523,5770.422,0.2713512,9.993729,-1.3043414,-10.331772,7.483313,-5.9918337,6.126647,3.7770972,3.952772
0.6262937,5787.1567,0.24201596,10.117947,-1.4187516,-7.997669,7.4874763,-4.755211,6.7534804,4.2099633,3.7112658
0.6238886,5748.3564,0.29714638,10.195355,-1.2135304,-6.1468773,4.1775074,-5.3706684,6.8818474,4.8854365,3.6494093
0.6227327,5805.6694,0.26136422,10.177436,-1.3418404,-5.6842422,3.5391493,-5.342139,6.8202214,4.9355354,3.7334816
0.62905276,5676.1465,0.1610243,10.149836,-1.8262,-4.6999655,3.8174012,-9.488019,6.803999,5.1645317,3.3789754
0.60780084,5234.7734,0.056813966,10.349831,-2.867973,8.287958,9.2474,-3.0593894,4.3212023,3.5410008,4.353889
0.6234972,5127.8564,0.18067724,10.313849,-1.7110431,0.92391485,1.4482223,-8.150839,5.5824714,5.4793663,3.6622586
0.6160475,5100.3525,0.06190255,10.319634,-2.782194,7.5499196,11.041027,-0.3807175,5.302038,4.374238,3.780893
0.611498,4912.472,0.085695684,10.31961,-2.4569528,9.3178425,8.365509,2.2933095,5.696965,4.669908,3.7224483
0.62724364,4906.5273,9.398571,10.156874,2.2405577,2.916823,13.565631,-0.56657803,6.382815,4.3519588,3.6415284
0.6110633,5580.833,0.826698,10.115931,-0.19031584,4.3269386,18.416065,6.3226542,5.6512713,3.5759094,4.22469
0.6299506,4879.257,14.859479,10.10236,2.698638,5.0390115,23.310673,0.613043,6.352063,4.3536916,3.3061614
0.6245829,3639.6821,1.0320913,10.512703,0.031587124,13.076824,0.14092952,-5.351517,7.469979,4.84918,3.373791
0.6038336,5995.0796,0.2676519,10.404198,-1.318068,6.1637554,1.0032703,-15.438079,3.9385843,4.444747,4.971363
0.6597431,3901.9937,0.3093388,10.183873,-1.1733181,-2.4239802,2.1841543,-1.8083057,6.731921,4.3385878,3.2630384
0.6424008,4085.401,0.16724695,10.293313,-1.7882838,3.1309593,4.198638,-2.1070042,5.720622,4.2054467,3.798498
0.6087414,5485.5093,0.007839091,10.452228,-4.8486323,5.4808865,-2.1560068,-14.74937,4.997622,4.2469196,4.0784144
0.58792555,5895.9424,0.0013139511,10.546561,-6.6347165,14.126168,2.8935223,-17.417156,4.234848,3.4309738,3.2882986
0.6605227,4136.245,2.4800854,9.843056,0.90829295,-2.1864638,10.886437,2.6672053,6.6650105,5.34557,4.3675747
0.64852506,4401.206,0.0025586206,10.090885,-5.968287,0.556092,6.124654,2.8240583,5.3593063,4.149547,3.07761
0.6585306,3764.6875,0.00038851806,10.193241,-7.853171,0.9163078,6.1963778,-2.1347892,4.528709,4.8720675,3.5316308
0.66036534,3893.6763,0.004042537,10.180261,-5.510883,-1.4301451,0.95079815,0.22979282,4.970804,5.3450117,5.581417
0.6427625,4613.633,0.33859572,10.268746,-1.0829484,-2.011374,-2.1656644,-6.491361,4.745126,3.9867826,4.207066
0.65162313,4296.4697,1.8498238,10.262174,0.6150904,-5.2384276,-1.8933458,-6.7657967,4.995304,5.0736933,4.4260983
0.6651674,4034.0776,0.91830707,10.218416,-0.08522347,-5.1490545,-4.6883683,-10.138519,5.02749,5.004006,4.6289387
0.6026958,5774.923,0.000733242,10.277259,-7.2180347,8.302168,12.842551,-0.85595554,5.6111965,4.9597664,3.6130438
0.6050669,6165.932,0.0064579137,10.146126,-5.042449,2.0588212,18.679996,-0.9674465,5.378936,4.6222606,4.527496
0.61509055,5393.752,0.8301395,10.136235,-0.18616152,0.42167217,17.310198,6.682808,5.240453,3.9774845,3.619574
0.600783,4364.743,0.016634883,10.668285,-4.0962534,9.514331,-9.932878,-18.105042,5.212576,4.191431,3.4551299
0.59941673,4426.017,0.04158572,10.678027,-3.1799984,13.53943,-9.743607,-20.52837,5.271915,4.5018034,3.563217
0.62421036,5503.1367,0.09434177,10.200816,-2.3608313,-0.38416055,7.225049,-3.934565,5.330276,4.191458,4.611834
0.6360123,4177.486,0.35892442,10.36359,-1.0246434,1.3776736,-1.3242118,-5.1296644,5.6500034,3.3746088,3.7027426
0.6426034,4005.1694,0.99284434,10.336996,-0.0071813553,1.9310166,0.84891576,-3.8118255,5.57421,4.0795903,4.856928
0.61355585,5202.7676,0.00920843,10.364098,-4.687636,7.997867,8.256285,-4.606464,5.325564,4.2718444,3.41855
0.639943,4606.0913,0.007973417,10.109895,-4.831642,-1.1947615,9.177251,1.6306082,4.3928185,5.0423975,3.3661542
0.6688045,3552.7214,0.000563034,10.126428,-7.4821706,2.5613046,3.798853,-1.618402,6.289465,4.395648,2.9349594
0.6699743,3446.073,0.06989252,10.167966,-2.6607966,4.2127986,5.580722,-1.909369,4.9463267,4.9140263,4.156297
0.6501545,3801.356,0.014253016,10.23693,-4.250787,2.5541468,5.7955956,-1.6727927,5.3116007,3.8036807,2.9437842
0.6384719,4435.5986,0.33837524,10.122939,-1.0835998,2.1130648,11.613958,3.425409,6.993492,4.370578,4.9946604
0.6224438,4702.575,0.5976581,10.237309,-0.5147364,6.014149,10.983539,3.6191409,5.0093966,4.05665,4.2099385
0.60279477,5552.8936,0.000842885,10.226545,-7.07868,10.37697,16.498262,6.3101764,5.1572657,5.014267,3.0309005
0.6090225,5497.933,0.24025106,10.2687,-1.4260708,5.7234554,14.391655,0.096061945,5.4842844,4.7373767,3.4090514
0.62380487,4434.734,0.18714607,10.365106,-1.6758659,5.5597334,5.133696,-0.61390007,5.9756165,4.228116,3.64397
0.62716883,4788.4497,0.089635506,10.257612,-2.4120038,4.0161314,8.880231,-2.9977443,5.8241043,4.2292585,3.6331484
0.6187261,4019.3438,0.0054253135,10.522402,-5.2166796,11.144946,-2.4588284,-5.205354,4.9902077,5.0092063,4.6890793
0.6262556,4919.404,1.2714928,10.309704,0.2401917,3.2329257,3.1879275,-5.9587574,5.751539,3.7945635,3.6777945
0.6109139,5464.941,4.1641297,10.348792,1.4265074,4.469415,7.3075423,-8.262854,5.9380364,4.195058,3.5599344
0.61994076,4918.813,0.0052170474,10.387144,-5.2558236,4.232633,1.618742,-5.9644427,4.720482,4.637871,4.081996
0.6147317,5092.3076,0.010518348,10.414527,-4.554634,6.9435196,0.95123595,-7.4109597,5.0046253,4.0914063,4.149658
0.6398231,4637.9717,1.1083701,10.158513,0.102890536,0.006792093,7.1920743,0.7077764,5.289399,4.8094087,3.5022206
0.63781,4507.08,1.6211193,10.230415,0.4831168,-3.2028592,7.6891265,1.2721945,5.1819544,5.043746,3.2723644
0.64276993,4516.1475,0.3068691,10.189121,-1.181334,1.351682,5.7626224,-1.9946369,5.396574,4.211067,2.9696655
0.6315397,4563.2812,0.37281907,10.278592,-0.98666203,6.409928,6.576624,-1.1462102,5.152794,4.782163,3.1845288
0.6277269,4267.7617,0.17919931,10.381953,-1.7192566,5.7969923,5.007271,-0.28098828,5.415841,4.1047626,3.7597654
0.6220423,4918.6035,0.23589669,10.274953,-1.4443613,2.2261636,8.516229,-0.17641565,4.601383,4.4350038,3.381336
0.6195372,5962.8574,0.010566976,10.036362,-4.5500216,-1.8050787,13.105855,-2.464552,5.521963,4.238521,4.604245
0.6310704,5172.0864,0.029740836,10.199021,-3.5152342,0.38574144,5.787721,-4.5352745,5.491469,4.758173,4.4469795
0.6425816,4673.2456,0.6996796,10.133734,-0.35713276,-2.2718487,5.445569,-0.49449125,4.8763523,4.3819304,3.2819827
0.61881113,4891.634,0.014893669,10.418099,-4.206819,3.4263484,-2.235433,-9.633357,5.955584,4.1928678,4.4501233
0.6251818,4371.4556,0.007905386,10.446782,-4.840211,5.7676225,-0.09330028,-6.2466965,5.1880264,4.2921057,4.162517
0.60980856,4906.3184,0.6105109,10.3909645,-0.4934592,9.518131,9.128421,-0.99869967,4.700182,4.4463053,3.8421354
0.6078632,5154.0176,0.0011587144,10.374985,-6.760444,6.3510866,8.524305,-2.132796,4.7780557,3.6626472,3.9576046
0.64004827,4584.958,1.0357451,10.30855,0.03512107,-3.2580678,-0.79831624,-7.3629584,5.9352236,4.958844,3.5703902
0.64055973,4442.5454,1.8472769,10.302745,0.6137126,-1.3849062,-0.10718279,-4.710739,5.9742174,5.216298,3.6031213
0.6349508,4714.894,0.5188286,10.360413,-0.65618175,-0.59937567,-5.7964444,-9.69656,5.2616935,3.7360382,4.55552
0.6265071,4549.3975,0.008289058,10.441525,-4.792819,5.1416116,-3.8818367,-11.244598,5.4025707,5.671323,4.442473
0.6191652,5068.706,0.60489094,10.386793,-0.50270706,3.8928862,1.4469628,-4.9818063,4.9960885,4.2543383,4.2277803
0.61932266,5001.523,0.5374379,10.3645735,-0.62094206,4.252778,1.9508153,-5.2099233,5.0075455,4.2720313,4.1607366
0.6207873,4627.2593,0.7846801,10.426114,-0.24247912,6.2901516,1.2241563,-6.2662954,4.6820464,4.044503,3.8403344
0.62015814,4904.4365,0.43751258,10.354701,-0.82664984,8.668746,2.6024196,-3.0044663,4.811444,4.118896,3.8639033
0.619166,4638.2676,0.52056825,10.370687,-0.6528343,12.482272,6.4955463,-2.8091865,4.1138086,2.9775758,4.3581967
0.61077094,4825.0493,0.24054652,10.389246,-1.4248418,7.3123636,8.788229,1.4536262,4.3461437,3.5547829,4.2361536
0.6352527,3680.159,0.0042851693,10.438277,-5.452595,13.396009,2.000069,-5.35316,5.401471,4.1287727,4.2653275
